scope,date,name,code,gas_in_storage_twh,working_gas_volume_twh,fill_pct,consumption_gwh_per_day,injection_gwh_per_day,withdrawal_gwh_per_day,net_withdrawal_gwh_per_day,injection_capacity_gwh_per_day,withdrawal_capacity_gwh_per_day,trend_pct,status,full_pct,norm_5y_fill_pct,source
DE,2020-01-14,Germany,DE,230.6958,246.2525,93.68,871,15.46,460.1,444.7,3847.94,6598.52,-0.19,E,93.68,,GIE AGSI+ API v013
DE,2020-01-15,Germany,DE,230.1788,246.2525,93.47,871,16.93,513,496.1,3847.94,6598.52,-0.21,E,93.47,,GIE AGSI+ API v013
DE,2020-01-16,Germany,DE,229.6203,246.2525,93.25,871,39.97,598.5,558.5,3847.94,6598.52,-0.23,E,93.25,,GIE AGSI+ API v013
DE,2020-01-17,Germany,DE,228.9508,246.2525,92.97,871,15.4,696.6,681.2,3847.94,6598.52,-0.27,E,92.97,,GIE AGSI+ API v013
DE,2020-01-18,Germany,DE,228.293,246.2525,92.71,871,20.6,635.2,614.6,3847.94,6598.52,-0.27,E,92.71,,GIE AGSI+ API v013
DE,2020-01-19,Germany,DE,227.3679,246.2525,92.33,871,4.64,915.3,910.7,3847.94,6598.52,-0.38,E,92.33,,GIE AGSI+ API v013
DE,2020-01-20,Germany,DE,225.7698,246.2565,91.68,871,12.88,1586.9,1574,3848,6598.61,-0.65,E,91.68,,GIE AGSI+ API v013
DE,2020-01-21,Germany,DE,224.0694,246.2565,90.99,871,15.51,1756.8,1741.2,3848,6598.61,-0.69,E,90.99,,GIE AGSI+ API v013
DE,2020-01-22,Germany,DE,222.4965,246.2284,90.36,871,31,1560.5,1529.5,3847.78,6598.18,-0.64,E,90.36,,GIE AGSI+ API v013
DE,2020-01-23,Germany,DE,220.7903,246.2565,89.66,871,28.57,1694,1665.5,3848,6598.61,-0.69,E,89.66,,GIE AGSI+ API v013
DE,2020-01-24,Germany,DE,219.0664,246.2565,88.96,871,22.52,1736.2,1713.7,3848,6598.61,-0.7,E,88.96,,GIE AGSI+ API v013
DE,2020-01-25,Germany,DE,217.8725,246.2565,88.47,871,33.63,1209.1,1175.5,3848,6598.61,-0.48,E,88.47,,GIE AGSI+ API v013
DE,2020-01-26,Germany,DE,216.9279,246.2565,88.09,871,51.74,960.6,908.8,3848,6598.61,-0.38,E,88.09,,GIE AGSI+ API v013
DE,2020-01-27,Germany,DE,215.9952,246.2604,87.71,871,68.94,970.2,901.3,3848.06,6598.7,-0.38,E,87.71,,GIE AGSI+ API v013
DE,2020-01-28,Germany,DE,214.6076,246.2604,87.15,871,41.8,1401.2,1359.4,3848.06,6598.7,-0.56,E,87.15,,GIE AGSI+ API v013
DE,2020-01-29,Germany,DE,213.3342,246.2604,86.63,871,41.81,1331.3,1289.5,3848.06,6598.7,-0.52,E,86.63,,GIE AGSI+ API v013
DE,2020-01-30,Germany,DE,212.1819,246.2604,86.16,871,42.74,1146.9,1104.1,3848.06,6598.7,-0.47,E,86.16,,GIE AGSI+ API v013
DE,2020-01-31,Germany,DE,211.8057,246.2604,86.01,871,91.15,466,374.9,3848.06,6598.7,-0.15,E,86.01,,GIE AGSI+ API v013
DE,2020-02-01,Germany,DE,211.7175,246.2604,85.97,871,84.56,172.7,88.1,3848.06,6570.9,-0.04,E,85.97,,GIE AGSI+ API v013
DE,2020-02-02,Germany,DE,211.5408,246.2604,85.9,871,73.76,250.5,176.7,3848.06,6570.9,-0.07,E,85.9,,GIE AGSI+ API v013
DE,2020-02-03,Germany,DE,210.7992,246.2604,85.6,871,18.02,759.6,741.6,3848.06,6570.9,-0.3,E,85.6,,GIE AGSI+ API v013
DE,2020-02-04,Germany,DE,209.8527,246.2604,85.22,871,13.76,956.8,943,3848.06,6570.9,-0.38,E,85.22,,GIE AGSI+ API v013
DE,2020-02-05,Germany,DE,208.6417,246.2604,84.72,871,22.09,1253.3,1231.2,3848.06,6570.9,-0.49,E,84.72,,GIE AGSI+ API v013
DE,2020-02-06,Germany,DE,206.7913,246.2604,83.97,871,9.85,1804.1,1794.3,3894.86,6570.9,-0.75,E,83.97,,GIE AGSI+ API v013
DE,2020-02-07,Germany,DE,205.6715,246.2604,83.52,871,16.98,1175.3,1158.4,3848.06,6570.9,-0.45,E,83.52,,GIE AGSI+ API v013
DE,2020-02-08,Germany,DE,204.7951,246.2604,83.16,871,15.82,791.5,775.7,3848.06,6570.9,-0.36,E,83.16,,GIE AGSI+ API v013
DE,2020-02-09,Germany,DE,204.4756,246.2604,83.03,871,81.28,400.7,319.4,3848.06,6570.9,-0.13,E,83.03,,GIE AGSI+ API v013
DE,2020-02-10,Germany,DE,203.9633,246.2604,82.82,871,30.45,541.4,511,3848.06,6570.9,-0.21,E,82.82,,GIE AGSI+ API v013
DE,2020-02-11,Germany,DE,203.1985,246.2604,82.51,871,16.74,822.8,806.1,3848.06,6570.9,-0.31,E,82.51,,GIE AGSI+ API v013
DE,2020-02-12,Germany,DE,202.2179,246.2604,82.12,871,19.31,942,922.7,3848.06,6570.9,-0.4,E,82.12,,GIE AGSI+ API v013
DE,2020-02-13,Germany,DE,201.2453,246.2604,81.72,871,50.38,1014.7,964.3,3848.06,6570.9,-0.39,E,81.72,,GIE AGSI+ API v013
DE,2020-02-14,Germany,DE,200.6167,246.2604,81.47,871,54.77,679,624.2,3848.06,6570.9,-0.26,E,81.47,,GIE AGSI+ API v013
DE,2020-02-15,Germany,DE,200.4789,246.2604,81.41,871,187.45,325.2,137.8,3848.06,6570.9,-0.06,E,81.41,,GIE AGSI+ API v013
DE,2020-02-16,Germany,DE,200.5184,246.2604,81.43,871,225.41,185.3,-40.1,3848.06,6570.9,0.02,E,81.43,,GIE AGSI+ API v013
DE,2020-02-17,Germany,DE,200.0858,246.2604,81.25,871,21.75,454.2,432.4,3848.06,6570.9,-0.18,E,81.25,,GIE AGSI+ API v013
DE,2020-02-18,Germany,DE,199.4935,246.2604,81.01,871,45.53,637.8,592.3,3848.06,6570.9,-0.24,E,81.01,,GIE AGSI+ API v013
DE,2020-02-19,Germany,DE,198.9965,246.2604,80.81,871,23.5,521.2,497.7,3848.06,6570.9,-0.2,E,80.81,,GIE AGSI+ API v013
DE,2020-02-20,Germany,DE,198.4934,246.2604,80.6,871,38.93,529.4,490.5,3848.06,6570.9,-0.2,E,80.6,,GIE AGSI+ API v013
DE,2020-02-21,Germany,DE,198.0035,246.2604,80.4,871,26.45,500.7,474.3,3848.06,6570.9,-0.2,E,80.4,,GIE AGSI+ API v013
DE,2020-02-22,Germany,DE,197.8363,246.2604,80.34,871,74.27,226.6,152.3,3848.06,6570.9,-0.07,E,80.34,,GIE AGSI+ API v013
DE,2020-02-23,Germany,DE,197.7632,246.2604,80.31,871,119.58,177.7,58.2,3848.06,6570.9,-0.03,E,80.31,,GIE AGSI+ API v013
DE,2020-02-24,Germany,DE,197.1923,246.2624,80.07,871,19.33,532.4,513,3848.09,6570.95,-0.23,E,80.07,,GIE AGSI+ API v013
DE,2020-02-25,Germany,DE,196.7325,246.2624,79.89,871,46.51,489,442.5,3848.09,6570.95,-0.19,E,79.89,,GIE AGSI+ API v013
DE,2020-02-26,Germany,DE,195.6658,246.2624,79.45,871,13.46,1076.1,1062.6,3848.09,6570.95,-0.43,E,79.45,,GIE AGSI+ API v013
DE,2020-02-27,Germany,DE,194.1365,246.2624,78.83,871,39.7,1572.1,1532.4,3848.09,6570.95,-0.62,E,78.83,,GIE AGSI+ API v013
DE,2020-02-28,Germany,DE,192.759,246.2624,78.27,871,55.99,1391.7,1335.7,3848.09,6570.95,-0.56,E,78.27,,GIE AGSI+ API v013
DE,2020-02-29,Germany,DE,192.6341,246.2624,78.22,871,141.18,260.5,119.3,3848.09,6570.95,-0.05,E,78.22,,GIE AGSI+ API v013
DE,2020-03-01,Germany,DE,192.2332,246.2624,78.06,871,92.26,492.5,400.3,3848.09,6570.95,-0.16,E,78.06,,GIE AGSI+ API v013
DE,2020-03-02,Germany,DE,190.8378,246.284,77.49,871,13.88,1208.2,1194.3,3848.42,6571.43,-0.57,E,77.49,,GIE AGSI+ API v013
DE,2020-03-03,Germany,DE,190.2003,246.284,77.23,871,40.2,659.1,618.9,3848.42,6571.43,-0.26,E,77.23,,GIE AGSI+ API v013
DE,2020-03-04,Germany,DE,189.4315,246.284,76.92,871,29.03,779.6,750.6,3848.42,6571.43,-0.31,E,76.92,,GIE AGSI+ API v013
DE,2020-03-05,Germany,DE,188.488,246.284,76.53,871,25.52,951.4,925.9,3848.42,6571.43,-0.38,E,76.53,,GIE AGSI+ API v013
DE,2020-03-06,Germany,DE,187.9311,246.284,76.31,871,73.67,611.9,538.2,3848.42,6571.43,-0.23,E,76.31,,GIE AGSI+ API v013
DE,2020-03-07,Germany,DE,187.504,246.284,76.13,871,12.74,426.2,413.4,3848.42,6571.43,-0.17,E,76.13,,GIE AGSI+ API v013
DE,2020-03-08,Germany,DE,187.4054,246.284,76.09,871,126.78,213.4,86.6,3848.42,6571.43,-0.04,E,76.09,,GIE AGSI+ API v013
DE,2020-03-09,Germany,DE,186.8253,246.2643,75.86,871,12.82,582.5,569.7,3848.12,6570.99,-0.24,E,75.86,,GIE AGSI+ API v013
DE,2020-03-10,Germany,DE,186.4657,246.2643,75.72,871,70.02,414.2,344.1,3848.12,6570.99,-0.15,E,75.72,,GIE AGSI+ API v013
DE,2020-03-11,Germany,DE,186.3412,246.2643,75.67,871,143.02,257,114,3848.12,6570.99,-0.05,E,75.67,,GIE AGSI+ API v013
DE,2020-03-12,Germany,DE,186.2665,246.2643,75.64,871,125.57,199.4,73.8,3848.12,6570.99,-0.03,E,75.64,,GIE AGSI+ API v013
DE,2020-03-13,Germany,DE,185.862,246.2643,75.47,871,13.08,413.7,400.6,3848.12,6570.99,-0.16,E,75.47,,GIE AGSI+ API v013
DE,2020-03-14,Germany,DE,185.3945,246.2643,75.28,871,65.7,521,455.3,3848.12,6570.99,-0.19,E,75.28,,GIE AGSI+ API v013
DE,2020-03-15,Germany,DE,185.2483,246.2643,75.22,871,166.89,316.1,149.2,3848.12,6570.99,-0.06,E,75.22,,GIE AGSI+ API v013
DE,2020-03-16,Germany,DE,184.9783,246.2918,75.11,871,116.27,375.7,259.4,3848.55,6571.61,-0.11,E,75.11,,GIE AGSI+ API v013
DE,2020-03-17,Germany,DE,184.7267,246.2918,75,871,109.61,350.6,241,3848.55,6571.61,-0.1,E,75,,GIE AGSI+ API v013
DE,2020-03-18,Germany,DE,184.5459,246.2918,74.93,871,50.47,220.6,170.2,3848.55,6571.61,-0.07,E,74.93,,GIE AGSI+ API v013
DE,2020-03-19,Germany,DE,184.1528,246.2918,74.77,871,39.01,415,376,3848.55,6571.61,-0.16,E,74.77,,GIE AGSI+ API v013
DE,2020-03-20,Germany,DE,183.775,246.2918,74.62,871,55.42,422.8,367.4,3848.55,6571.61,-0.15,E,74.62,,GIE AGSI+ API v013
DE,2020-03-21,Germany,DE,183.4059,246.2918,74.47,871,97.15,454.5,357.3,3848.55,6571.61,-0.15,E,74.47,,GIE AGSI+ API v013
DE,2020-03-22,Germany,DE,183.0205,246.2918,74.31,871,92.91,462.2,369.3,3848.55,6571.61,-0.16,E,74.31,,GIE AGSI+ API v013
DE,2020-03-23,Germany,DE,182.0449,246.2958,73.91,871,74.07,996.2,922.1,3848.61,6571.7,-0.4,E,73.91,,GIE AGSI+ API v013
DE,2020-03-24,Germany,DE,181.2627,246.2958,73.6,871,45.45,810.2,764.8,3848.61,6571.7,-0.32,E,73.6,,GIE AGSI+ API v013
DE,2020-03-25,Germany,DE,180.3813,246.2962,73.24,871,50.27,910.3,860,3848.61,6571.7,-0.36,E,73.24,,GIE AGSI+ API v013
DE,2020-03-26,Germany,DE,179.5734,246.2962,72.91,871,19.8,809.1,789.2,3848.61,6571.7,-0.33,E,72.91,,GIE AGSI+ API v013
DE,2020-03-27,Germany,DE,179.2141,246.2962,72.76,871,65.91,420.9,354.9,3848.61,6571.7,-0.15,E,72.76,,GIE AGSI+ API v013
DE,2020-03-28,Germany,DE,179.3248,246.2962,72.81,871,203.22,92.5,-110.8,3727.28,6370.1,0.04,E,72.81,,GIE AGSI+ API v013
DE,2020-03-29,Germany,DE,179.149,246.2962,72.74,871,181.44,352.9,171.5,3848.61,6571.7,-0.07,E,72.74,,GIE AGSI+ API v013
DE,2020-03-30,Germany,DE,178.213,246.2825,72.36,871,17.87,1046.2,1028.3,3848.39,6571.39,-0.38,E,72.36,,GIE AGSI+ API v013
DE,2020-03-31,Germany,DE,176.6463,245.9784,71.81,871,67.59,1553.8,1486.2,3889.08,6557.83,-0.64,E,71.81,,GIE AGSI+ API v013
DE,2020-04-01,Germany,DE,177.7448,244.3402,72.74,871,423.99,1000.8,576.8,3885.42,6594.14,0.45,E,72.74,,GIE AGSI+ API v013
DE,2020-04-02,Germany,DE,177.8367,245.0082,72.58,871,161.26,559.9,398.6,3896.8,6621.26,0.04,E,72.58,,GIE AGSI+ API v013
DE,2020-04-03,Germany,DE,177.5664,245.0082,72.47,871,134.24,391.5,257.3,3896.8,6621.26,-0.11,E,72.47,,GIE AGSI+ API v013
DE,2020-04-04,Germany,DE,177.7261,245.0082,72.54,871,256.08,93.3,-162.7,3896.8,6621.26,0.07,E,72.54,,GIE AGSI+ API v013
DE,2020-04-05,Germany,DE,178.1253,245.0082,72.7,871,429.19,31.3,-397.9,3896.8,6621.26,0.16,E,72.7,,GIE AGSI+ API v013
DE,2020-04-06,Germany,DE,178.5194,244.993,72.87,871,398.4,8,-390.4,3896.55,6620.91,0.16,E,72.87,,GIE AGSI+ API v013
DE,2020-04-07,Germany,DE,178.8995,244.993,73.02,871,415.6,36.9,-378.7,3896.55,6620.91,0.16,E,73.02,,GIE AGSI+ API v013
DE,2020-04-08,Germany,DE,179.3196,244.993,73.19,871,427.06,8.4,-418.7,3896.55,6620.91,0.17,E,73.19,,GIE AGSI+ API v013
DE,2020-04-09,Germany,DE,179.8418,244.993,73.41,871,509.39,7.4,-502,3896.55,6620.91,0.21,E,73.41,,GIE AGSI+ API v013
DE,2020-04-10,Germany,DE,180.5315,244.993,73.69,871,690.04,17.6,-672.4,3896.55,6620.91,0.28,E,73.69,,GIE AGSI+ API v013
DE,2020-04-11,Germany,DE,181.3327,244.993,74.02,871,801.04,15.8,-785.2,3896.55,6620.91,0.33,E,74.02,,GIE AGSI+ API v013
DE,2020-04-12,Germany,DE,182.2879,244.993,74.41,871,948.15,11.3,-936.8,3896.55,6620.91,0.39,E,74.41,,GIE AGSI+ API v013
DE,2020-04-13,Germany,DE,182.949,245.0576,74.66,871,669.85,19,-650.8,3897.58,6622.41,0.27,E,74.66,,GIE AGSI+ API v013
DE,2020-04-14,Germany,DE,182.9327,245.0576,74.65,871,237.23,167,-70.2,3897.58,6622.41,-0.01,E,74.65,,GIE AGSI+ API v013
DE,2020-04-15,Germany,DE,183.0018,245.0576,74.68,871,153.8,93.9,-59.9,3897.58,6622.41,0.03,E,74.68,,GIE AGSI+ API v013
DE,2020-04-16,Germany,DE,183.3758,245.0576,74.83,871,371.37,5.5,-365.8,3897.58,6622.41,0.15,E,74.83,,GIE AGSI+ API v013
DE,2020-04-17,Germany,DE,183.795,245.0576,75,871,430.66,14.4,-416.3,3897.58,6622.41,0.17,E,75,,GIE AGSI+ API v013
DE,2020-04-18,Germany,DE,184.83,245.0576,75.42,871,1057.55,18.8,-1038.8,3897.58,6622.41,0.42,E,75.42,,GIE AGSI+ API v013
DE,2020-04-19,Germany,DE,185.8235,245.0576,75.83,871,991.75,2.5,-989.3,3897.58,6622.41,0.41,E,75.83,,GIE AGSI+ API v013
DE,2020-04-20,Germany,DE,186.41,245.0994,76.05,871,594.38,26.2,-568.2,3898.25,6623.39,0.24,E,76.05,,GIE AGSI+ API v013
DE,2020-04-21,Germany,DE,187.0727,245.0994,76.33,871,672.64,8.1,-664.6,3898.25,6623.39,0.27,E,76.33,,GIE AGSI+ API v013
DE,2020-04-22,Germany,DE,187.7335,245.0994,76.59,871,659.62,17.2,-642.4,3898.25,6623.39,0.27,E,76.59,,GIE AGSI+ API v013
DE,2020-04-23,Germany,DE,188.2,245.0994,76.79,871,460.56,4.9,-455.7,3898.25,6623.39,0.19,E,76.79,,GIE AGSI+ API v013
DE,2020-04-24,Germany,DE,188.8235,245.0994,77.04,871,612.57,4.3,-608.3,3898.25,6623.39,0.25,E,77.04,,GIE AGSI+ API v013
DE,2020-04-25,Germany,DE,189.5779,245.0994,77.35,871,752.11,5.7,-746.4,3898.25,6623.39,0.31,E,77.35,,GIE AGSI+ API v013
DE,2020-04-26,Germany,DE,190.2391,245.0994,77.62,871,645.72,10.4,-635.3,3898.25,6623.39,0.27,E,77.62,,GIE AGSI+ API v013
DE,2020-04-27,Germany,DE,190.5761,245.1412,77.74,871,348.44,22.3,-326.2,3898.91,6624.36,0.14,E,77.74,,GIE AGSI+ API v013
DE,2020-04-28,Germany,DE,190.9087,245.1412,77.88,871,352.71,18.9,-333.8,3898.91,6624.36,0.14,E,77.88,,GIE AGSI+ API v013
DE,2020-04-29,Germany,DE,191.4607,245.1412,78.1,871,561.31,19.8,-541.5,3852.11,6624.36,0.23,E,78.1,,GIE AGSI+ API v013
DE,2020-04-30,Germany,DE,192.1285,245.1412,78.37,871,659.54,3.7,-655.9,3852.11,6624.36,0.27,E,78.37,,GIE AGSI+ API v013
DE,2020-05-01,Germany,DE,192.9762,245.2807,78.68,871,834.44,1.5,-832.9,3852.11,6624.36,0.35,E,78.68,,GIE AGSI+ API v013
DE,2020-05-02,Germany,DE,193.7026,245.2807,78.97,871,714.39,2.3,-712,3852.11,6624.36,0.3,E,78.97,,GIE AGSI+ API v013
DE,2020-05-03,Germany,DE,194.3869,245.2807,79.25,871,679.57,9.4,-670.1,3852.11,6624.36,0.28,E,79.25,,GIE AGSI+ API v013
DE,2020-05-04,Germany,DE,194.8033,245.3947,79.38,871,417.25,15.6,-401.7,3853.93,6627.01,0.17,E,79.38,,GIE AGSI+ API v013
DE,2020-05-05,Germany,DE,195.0373,245.3947,79.48,871,283.18,57.7,-225.5,3853.93,6627.01,0.1,E,79.48,,GIE AGSI+ API v013
DE,2020-05-06,Germany,DE,195.2775,245.3947,79.58,871,285.81,59.7,-226.1,3853.93,6627.01,0.1,E,79.58,,GIE AGSI+ API v013
DE,2020-05-07,Germany,DE,195.7029,245.3947,79.75,871,413.17,2,-411.2,3853.93,6627.01,0.17,E,79.75,,GIE AGSI+ API v013
DE,2020-05-08,Germany,DE,196.6502,245.3977,80.14,871,925.7,1,-924.7,3853.98,6627.09,0.39,E,80.14,,GIE AGSI+ API v013
DE,2020-05-09,Germany,DE,197.8686,245.3977,80.63,871,1216.97,0,-1217,3853.98,6627.09,0.5,E,80.63,,GIE AGSI+ API v013
DE,2020-05-10,Germany,DE,199.1525,245.3977,81.16,871,1280.81,0.5,-1280.3,3853.98,6627.09,0.52,E,81.16,,GIE AGSI+ API v013
DE,2020-05-11,Germany,DE,199.7532,245.3673,81.41,871,580.14,9.2,-570.9,3853.49,6626.38,0.24,E,81.41,,GIE AGSI+ API v013
DE,2020-05-12,Germany,DE,199.415,245.3673,81.27,871,66.35,411.5,345.1,3853.49,6626.38,-0.14,E,81.27,,GIE AGSI+ API v013
DE,2020-05-13,Germany,DE,199.4691,245.3737,81.29,871,225.04,176.5,-48.5,3853.49,6626.38,0.02,E,81.29,,GIE AGSI+ API v013
DE,2020-05-14,Germany,DE,199.5693,245.3737,81.33,871,199.72,105.5,-94.2,3853.49,6626.38,0.04,E,81.33,,GIE AGSI+ API v013
DE,2020-05-15,Germany,DE,199.7969,245.3737,81.43,871,283.61,62,-221.7,3853.49,6626.38,0.09,E,81.43,,GIE AGSI+ API v013
DE,2020-05-16,Germany,DE,200.4316,245.3737,81.68,871,634.26,12.8,-621.5,3853.49,6626.38,0.26,E,81.68,,GIE AGSI+ API v013
DE,2020-05-17,Germany,DE,201.2845,245.3737,82.03,871,846.92,0.3,-846.6,3853.49,6626.38,0.35,E,82.03,,GIE AGSI+ API v013
DE,2020-05-18,Germany,DE,201.9395,245.4611,82.27,871,623.9,2.8,-621,3854.88,6628.42,0.27,E,82.27,,GIE AGSI+ API v013
DE,2020-05-19,Germany,DE,202.3422,245.4611,82.43,871,442.97,48.4,-394.6,3854.88,6628.42,0.16,E,82.43,,GIE AGSI+ API v013
DE,2020-05-20,Germany,DE,202.7922,245.4611,82.62,871,455.36,12.6,-442.7,3854.88,6628.42,0.18,E,82.62,,GIE AGSI+ API v013
DE,2020-05-21,Germany,DE,203.5575,245.4611,82.93,871,769.22,15.5,-753.7,3854.88,6628.42,0.31,E,82.93,,GIE AGSI+ API v013
DE,2020-05-22,Germany,DE,204.5552,245.4611,83.34,871,1007.63,15.5,-992.1,3854.88,6628.42,0.41,E,83.34,,GIE AGSI+ API v013
DE,2020-05-23,Germany,DE,205.586,245.6644,83.69,871,1047.53,32.5,-1015,3854.88,6628.42,0.42,E,83.69,,GIE AGSI+ API v013
DE,2020-05-24,Germany,DE,206.2877,245.6644,83.97,871,814.35,124.8,-689.6,3854.88,6628.42,0.29,E,83.97,,GIE AGSI+ API v013
DE,2020-05-25,Germany,DE,206.8239,245.5048,84.24,871,557.6,31.4,-526.2,3852.34,6624.7,0.22,E,84.24,,GIE AGSI+ API v013
DE,2020-05-26,Germany,DE,207.1727,245.5048,84.39,871,372.26,27.9,-344.3,3852.34,6624.7,0.14,E,84.39,,GIE AGSI+ API v013
DE,2020-05-27,Germany,DE,207.1757,245.5048,84.39,871,113.7,114.4,0.7,3852.34,6624.7,0,E,84.39,,GIE AGSI+ API v013
DE,2020-05-28,Germany,DE,207.0576,245.5048,84.34,871,138.27,256.4,118.2,3852.34,6624.7,-0.05,E,84.34,,GIE AGSI+ API v013
DE,2020-05-29,Germany,DE,207.1889,245.5048,84.39,871,230.66,105.9,-124.8,3852.34,6624.7,0.05,E,84.39,,GIE AGSI+ API v013
DE,2020-05-30,Germany,DE,207.796,245.5048,84.64,871,618.64,26.8,-591.8,3852.34,6624.7,0.25,E,84.64,,GIE AGSI+ API v013
DE,2020-05-31,Germany,DE,208.3705,245.5048,84.87,871,584.09,14.2,-569.9,3852.34,6624.7,0.23,E,84.87,,GIE AGSI+ API v013
DE,2020-06-01,Germany,DE,209.0089,245.4954,85.14,871,625.53,11.8,-613.7,3852.19,6624.48,0.26,E,85.14,,GIE AGSI+ API v013
DE,2020-06-02,Germany,DE,209.3502,245.4954,85.28,871,345.66,10.5,-335.1,3852.19,6624.48,0.14,E,85.28,,GIE AGSI+ API v013
DE,2020-06-03,Germany,DE,209.6774,245.4954,85.41,871,347.8,38.1,-309.7,3852.19,6624.48,0.13,E,85.41,,GIE AGSI+ API v013
DE,2020-06-04,Germany,DE,209.9765,245.4954,85.53,871,442.63,153.1,-289.5,3852.19,6624.48,0.12,E,85.53,,GIE AGSI+ API v013
DE,2020-06-05,Germany,DE,210.1377,245.4954,85.6,871,263.63,115.1,-148.6,3852.19,6624.48,0.07,E,85.6,,GIE AGSI+ API v013
DE,2020-06-06,Germany,DE,210.6457,245.4954,85.8,871,529.32,8.5,-520.9,3852.19,6624.48,0.21,E,85.8,,GIE AGSI+ API v013
DE,2020-06-07,Germany,DE,211.1173,245.4954,86,871,497.56,17.5,-480.1,3852.19,6624.48,0.19,E,86,,GIE AGSI+ API v013
DE,2020-06-08,Germany,DE,211.2798,246.2918,85.78,871,196.63,58.3,-138.3,3851.62,6623.64,0.07,E,85.78,,GIE AGSI+ API v013
DE,2020-06-09,Germany,DE,211.3843,246.2918,85.83,871,145.11,47,-98.1,3851.62,6623.64,0.04,E,85.83,,GIE AGSI+ API v013
DE,2020-06-10,Germany,DE,211.3779,246.2918,85.82,871,69.98,85.1,15.2,3851.62,6623.64,-0,E,85.82,,GIE AGSI+ API v013
DE,2020-06-11,Germany,DE,211.6815,246.2918,85.95,871,304.27,8.9,-295.4,3851.62,6623.64,0.12,E,85.95,,GIE AGSI+ API v013
DE,2020-06-12,Germany,DE,212.1289,246.2918,86.13,871,447.38,9.8,-437.5,3851.62,6623.64,0.18,E,86.13,,GIE AGSI+ API v013
DE,2020-06-13,Germany,DE,212.8218,246.2918,86.41,871,698.94,18.1,-680.8,3851.62,6623.64,0.28,E,86.41,,GIE AGSI+ API v013
DE,2020-06-14,Germany,DE,213.6257,246.2918,86.74,871,807.69,17.3,-790.4,3851.62,6623.64,0.33,E,86.74,,GIE AGSI+ API v013
DE,2020-06-15,Germany,DE,213.9783,246.2063,86.91,871,360.4,16.3,-344.1,3850.26,6621.65,0.14,E,86.91,,GIE AGSI+ API v013
DE,2020-06-16,Germany,DE,214.199,246.2063,87,871,275.94,63.2,-212.7,3850.26,6621.65,0.09,E,87,,GIE AGSI+ API v013
DE,2020-06-17,Germany,DE,214.3753,246.2322,87.06,871,195.65,24.9,-170.7,3850.26,6621.65,0.07,E,87.06,,GIE AGSI+ API v013
DE,2020-06-18,Germany,DE,214.5468,246.2322,87.13,871,187.7,26.6,-161.1,3850.26,6621.65,0.07,E,87.13,,GIE AGSI+ API v013
DE,2020-06-19,Germany,DE,214.7869,246.2322,87.23,871,247.38,17.1,-230.3,3850.26,6621.65,0.1,E,87.23,,GIE AGSI+ API v013
DE,2020-06-20,Germany,DE,215.3826,246.2322,87.47,871,597.39,13.1,-584.3,3850.26,6621.65,0.24,E,87.47,,GIE AGSI+ API v013
