date,consumption_gwh,slp_gwh,rlm_gwh,status,source
2023-04-23,1683.667,651.485,1032.182,final,Trading Hub Europe AggregatedConsumptionData
2023-04-24,2094.286,768.595,1325.691,final,Trading Hub Europe AggregatedConsumptionData
2023-04-25,2452.212,988.431,1463.782,final,Trading Hub Europe AggregatedConsumptionData
2023-04-26,2641.755,1157.087,1484.668,final,Trading Hub Europe AggregatedConsumptionData
2023-04-27,2539.169,1131.087,1408.082,final,Trading Hub Europe AggregatedConsumptionData
2023-04-28,2269.116,959.773,1309.343,final,Trading Hub Europe AggregatedConsumptionData
2023-04-29,1872.723,800.760,1071.963,final,Trading Hub Europe AggregatedConsumptionData
2023-04-30,1748.683,772.252,976.431,final,Trading Hub Europe AggregatedConsumptionData
2023-05-01,1722.538,740.703,981.835,final,Trading Hub Europe AggregatedConsumptionData
2023-05-02,2131.431,825.405,1306.025,final,Trading Hub Europe AggregatedConsumptionData
2023-05-03,2164.311,839.963,1324.348,final,Trading Hub Europe AggregatedConsumptionData
2023-05-04,1939.114,711.089,1228.025,final,Trading Hub Europe AggregatedConsumptionData
2023-05-05,1764.735,598.185,1166.549,final,Trading Hub Europe AggregatedConsumptionData
2023-05-06,1506.562,530.901,975.662,final,Trading Hub Europe AggregatedConsumptionData
2023-05-07,1462.389,500.124,962.265,final,Trading Hub Europe AggregatedConsumptionData
2023-05-08,1667.330,498.702,1168.628,final,Trading Hub Europe AggregatedConsumptionData
2023-05-09,1626.032,476.344,1149.689,final,Trading Hub Europe AggregatedConsumptionData
2023-05-10,1761.994,526.711,1235.282,final,Trading Hub Europe AggregatedConsumptionData
2023-05-11,1802.996,545.475,1257.521,final,Trading Hub Europe AggregatedConsumptionData
2023-05-12,1635.109,510.977,1124.131,final,Trading Hub Europe AggregatedConsumptionData
2023-05-13,1400.487,485.830,914.657,final,Trading Hub Europe AggregatedConsumptionData
2023-05-14,1438.004,472.981,965.023,final,Trading Hub Europe AggregatedConsumptionData
2023-05-15,1653.151,489.090,1164.061,final,Trading Hub Europe AggregatedConsumptionData
2023-05-16,1845.585,602.925,1242.660,final,Trading Hub Europe AggregatedConsumptionData
2023-05-17,1939.636,714.069,1225.567,final,Trading Hub Europe AggregatedConsumptionData
2023-05-18,1730.489,724.089,1006.399,final,Trading Hub Europe AggregatedConsumptionData
2023-05-19,1634.553,640.189,994.364,final,Trading Hub Europe AggregatedConsumptionData
2023-05-20,1362.101,490.181,871.920,final,Trading Hub Europe AggregatedConsumptionData
2023-05-21,1204.561,343.490,861.071,final,Trading Hub Europe AggregatedConsumptionData
2023-05-22,1392.822,291.463,1101.359,final,Trading Hub Europe AggregatedConsumptionData
2023-05-23,1489.680,351.624,1138.056,final,Trading Hub Europe AggregatedConsumptionData
2023-05-24,1736.866,461.382,1275.484,final,Trading Hub Europe AggregatedConsumptionData
2023-05-25,1646.538,478.558,1167.979,final,Trading Hub Europe AggregatedConsumptionData
2023-05-26,1558.003,489.015,1068.988,final,Trading Hub Europe AggregatedConsumptionData
2023-05-27,1298.365,435.759,862.606,final,Trading Hub Europe AggregatedConsumptionData
2023-05-28,1118.008,374.494,743.513,final,Trading Hub Europe AggregatedConsumptionData
2023-05-29,1198.311,367.715,830.595,final,Trading Hub Europe AggregatedConsumptionData
2023-05-30,1519.776,371.684,1148.092,final,Trading Hub Europe AggregatedConsumptionData
2023-05-31,1425.124,320.463,1104.661,final,Trading Hub Europe AggregatedConsumptionData
2023-06-01,1481.048,329.813,1151.235,final,Trading Hub Europe AggregatedConsumptionData
2023-06-02,1399.287,331.610,1067.677,final,Trading Hub Europe AggregatedConsumptionData
2023-06-03,1185.261,319.591,865.670,final,Trading Hub Europe AggregatedConsumptionData
2023-06-04,1199.842,317.947,881.896,final,Trading Hub Europe AggregatedConsumptionData
2023-06-05,1451.473,294.907,1156.566,final,Trading Hub Europe AggregatedConsumptionData
2023-06-06,1475.263,282.827,1192.436,final,Trading Hub Europe AggregatedConsumptionData
2023-06-07,1420.688,269.797,1150.891,final,Trading Hub Europe AggregatedConsumptionData
2023-06-08,1227.417,242.938,984.479,final,Trading Hub Europe AggregatedConsumptionData
2023-06-09,1166.140,218.512,947.628,final,Trading Hub Europe AggregatedConsumptionData
2023-06-10,1048.282,202.986,845.295,final,Trading Hub Europe AggregatedConsumptionData
2023-06-11,1051.120,194.955,856.165,final,Trading Hub Europe AggregatedConsumptionData
2023-06-12,1281.219,200.470,1080.749,final,Trading Hub Europe AggregatedConsumptionData
2023-06-13,1285.436,214.433,1071.003,final,Trading Hub Europe AggregatedConsumptionData
2023-06-14,1400.152,228.936,1171.216,final,Trading Hub Europe AggregatedConsumptionData
2023-06-15,1434.741,232.838,1201.903,final,Trading Hub Europe AggregatedConsumptionData
2023-06-16,1340.208,236.525,1103.683,final,Trading Hub Europe AggregatedConsumptionData
2023-06-17,1095.859,219.646,876.213,final,Trading Hub Europe AggregatedConsumptionData
2023-06-18,1060.000,195.970,864.030,final,Trading Hub Europe AggregatedConsumptionData
2023-06-19,1357.006,188.082,1168.924,final,Trading Hub Europe AggregatedConsumptionData
2023-06-20,1400.935,180.092,1220.843,final,Trading Hub Europe AggregatedConsumptionData
2023-06-21,1367.432,177.181,1190.250,final,Trading Hub Europe AggregatedConsumptionData
2023-06-22,1359.249,185.512,1173.736,final,Trading Hub Europe AggregatedConsumptionData
2023-06-23,1235.747,201.840,1033.906,final,Trading Hub Europe AggregatedConsumptionData
2023-06-24,1055.128,198.655,856.473,final,Trading Hub Europe AggregatedConsumptionData
2023-06-25,1039.799,190.046,849.753,final,Trading Hub Europe AggregatedConsumptionData
2023-06-26,1217.435,192.236,1025.198,final,Trading Hub Europe AggregatedConsumptionData
2023-06-27,1324.398,218.064,1106.333,final,Trading Hub Europe AggregatedConsumptionData
2023-06-28,1456.605,226.269,1230.336,final,Trading Hub Europe AggregatedConsumptionData
2023-06-29,1410.883,209.717,1201.165,final,Trading Hub Europe AggregatedConsumptionData
2023-06-30,1265.290,221.477,1043.814,final,Trading Hub Europe AggregatedConsumptionData
2023-07-01,1008.340,229.606,778.734,final,Trading Hub Europe AggregatedConsumptionData
2023-07-02,1042.327,235.043,807.283,final,Trading Hub Europe AggregatedConsumptionData
2023-07-03,1259.499,249.276,1010.223,final,Trading Hub Europe AggregatedConsumptionData
2023-07-04,1323.682,245.093,1078.589,final,Trading Hub Europe AggregatedConsumptionData
2023-07-05,1283.612,250.724,1032.888,final,Trading Hub Europe AggregatedConsumptionData
2023-07-06,1399.167,247.230,1151.938,final,Trading Hub Europe AggregatedConsumptionData
2023-07-07,1227.621,213.850,1013.771,final,Trading Hub Europe AggregatedConsumptionData
2023-07-08,1009.799,182.127,827.672,final,Trading Hub Europe AggregatedConsumptionData
2023-07-09,1035.304,166.622,868.682,final,Trading Hub Europe AggregatedConsumptionData
2023-07-10,1343.057,170.358,1172.698,final,Trading Hub Europe AggregatedConsumptionData
2023-07-11,1266.758,165.773,1100.985,final,Trading Hub Europe AggregatedConsumptionData
2023-07-12,1288.734,175.378,1113.357,final,Trading Hub Europe AggregatedConsumptionData
2023-07-13,1321.086,196.387,1124.699,final,Trading Hub Europe AggregatedConsumptionData
2023-07-14,1214.562,190.406,1024.156,final,Trading Hub Europe AggregatedConsumptionData
2023-07-15,945.743,171.731,774.012,final,Trading Hub Europe AggregatedConsumptionData
2023-07-16,1010.129,179.169,830.960,final,Trading Hub Europe AggregatedConsumptionData
2023-07-17,1245.936,191.336,1054.600,final,Trading Hub Europe AggregatedConsumptionData
2023-07-18,1332.063,198.138,1133.925,final,Trading Hub Europe AggregatedConsumptionData
2023-07-19,1353.557,206.364,1147.193,final,Trading Hub Europe AggregatedConsumptionData
2023-07-20,1366.865,218.939,1147.926,final,Trading Hub Europe AggregatedConsumptionData
2023-07-21,1332.627,232.745,1099.883,final,Trading Hub Europe AggregatedConsumptionData
2023-07-22,1049.521,233.441,816.080,final,Trading Hub Europe AggregatedConsumptionData
2023-07-23,1019.545,224.875,794.670,final,Trading Hub Europe AggregatedConsumptionData
2023-07-24,1251.855,221.982,1029.873,final,Trading Hub Europe AggregatedConsumptionData
2023-07-25,1332.810,250.606,1082.204,final,Trading Hub Europe AggregatedConsumptionData
2023-07-26,1333.371,291.655,1041.716,final,Trading Hub Europe AggregatedConsumptionData
2023-07-27,1330.999,289.876,1041.123,final,Trading Hub Europe AggregatedConsumptionData
2023-07-28,1249.822,243.118,1006.703,final,Trading Hub Europe AggregatedConsumptionData
2023-07-29,1012.162,223.175,788.988,final,Trading Hub Europe AggregatedConsumptionData
2023-07-30,1013.915,225.439,788.476,final,Trading Hub Europe AggregatedConsumptionData
2023-07-31,1179.671,230.324,949.347,final,Trading Hub Europe AggregatedConsumptionData
2023-08-01,1224.860,245.780,979.080,final,Trading Hub Europe AggregatedConsumptionData
2023-08-02,1244.421,250.146,994.275,final,Trading Hub Europe AggregatedConsumptionData
2023-08-03,1256.774,252.705,1004.068,final,Trading Hub Europe AggregatedConsumptionData
2023-08-04,1298.496,262.526,1035.969,final,Trading Hub Europe AggregatedConsumptionData
2023-08-05,1118.979,267.783,851.195,final,Trading Hub Europe AggregatedConsumptionData
2023-08-06,1136.747,300.657,836.091,final,Trading Hub Europe AggregatedConsumptionData
2023-08-07,1363.218,331.316,1031.902,final,Trading Hub Europe AggregatedConsumptionData
2023-08-08,1363.093,326.873,1036.220,final,Trading Hub Europe AggregatedConsumptionData
2023-08-09,1450.247,313.839,1136.408,final,Trading Hub Europe AggregatedConsumptionData
2023-08-10,1421.713,291.123,1130.589,final,Trading Hub Europe AggregatedConsumptionData
2023-08-11,1225.454,232.807,992.647,final,Trading Hub Europe AggregatedConsumptionData
2023-08-12,1016.276,201.681,814.595,final,Trading Hub Europe AggregatedConsumptionData
2023-08-13,1033.700,194.426,839.274,final,Trading Hub Europe AggregatedConsumptionData
2023-08-14,1225.018,183.804,1041.214,final,Trading Hub Europe AggregatedConsumptionData
2023-08-15,1264.999,179.620,1085.379,final,Trading Hub Europe AggregatedConsumptionData
2023-08-16,1266.038,183.839,1082.199,final,Trading Hub Europe AggregatedConsumptionData
2023-08-17,1252.561,190.061,1062.500,final,Trading Hub Europe AggregatedConsumptionData
2023-08-18,1177.240,180.905,996.335,final,Trading Hub Europe AggregatedConsumptionData
2023-08-19,977.379,164.959,812.421,final,Trading Hub Europe AggregatedConsumptionData
2023-08-20,1019.880,165.863,854.016,final,Trading Hub Europe AggregatedConsumptionData
2023-08-21,1297.617,171.219,1126.398,final,Trading Hub Europe AggregatedConsumptionData
2023-08-22,1344.339,175.459,1168.880,final,Trading Hub Europe AggregatedConsumptionData
2023-08-23,1359.355,181.284,1178.070,final,Trading Hub Europe AggregatedConsumptionData
2023-08-24,1339.677,177.776,1161.900,final,Trading Hub Europe AggregatedConsumptionData
2023-08-25,1294.681,178.882,1115.799,final,Trading Hub Europe AggregatedConsumptionData
2023-08-26,1057.861,195.834,862.028,final,Trading Hub Europe AggregatedConsumptionData
2023-08-27,1117.819,236.494,881.326,final,Trading Hub Europe AggregatedConsumptionData
2023-08-28,1509.839,291.158,1218.681,final,Trading Hub Europe AggregatedConsumptionData
2023-08-29,1578.709,338.644,1240.064,final,Trading Hub Europe AggregatedConsumptionData
2023-08-30,1503.029,336.722,1166.307,final,Trading Hub Europe AggregatedConsumptionData
2023-08-31,1457.090,350.214,1106.876,final,Trading Hub Europe AggregatedConsumptionData
2023-09-01,1393.818,316.335,1077.483,final,Trading Hub Europe AggregatedConsumptionData
2023-09-02,1137.334,267.196,870.137,final,Trading Hub Europe AggregatedConsumptionData
2023-09-03,1132.400,254.121,878.278,final,Trading Hub Europe AggregatedConsumptionData
2023-09-04,1334.011,243.724,1090.286,final,Trading Hub Europe AggregatedConsumptionData
2023-09-05,1346.703,222.619,1124.084,final,Trading Hub Europe AggregatedConsumptionData
2023-09-06,1347.885,208.110,1139.776,final,Trading Hub Europe AggregatedConsumptionData
2023-09-07,1296.457,199.563,1096.894,final,Trading Hub Europe AggregatedConsumptionData
2023-09-08,1311.387,194.251,1117.136,final,Trading Hub Europe AggregatedConsumptionData
2023-09-09,1063.602,183.145,880.457,final,Trading Hub Europe AggregatedConsumptionData
2023-09-10,1076.381,181.339,895.042,final,Trading Hub Europe AggregatedConsumptionData
2023-09-11,1328.463,179.428,1149.035,final,Trading Hub Europe AggregatedConsumptionData
2023-09-12,1351.050,187.780,1163.270,final,Trading Hub Europe AggregatedConsumptionData
2023-09-13,1373.995,228.754,1145.241,final,Trading Hub Europe AggregatedConsumptionData
2023-09-14,1467.669,277.473,1190.196,final,Trading Hub Europe AggregatedConsumptionData
2023-09-15,1364.642,288.190,1076.452,final,Trading Hub Europe AggregatedConsumptionData
2023-09-16,1152.412,253.311,899.101,final,Trading Hub Europe AggregatedConsumptionData
2023-09-17,1109.174,224.397,884.777,final,Trading Hub Europe AggregatedConsumptionData
2023-09-18,1270.539,216.761,1053.777,final,Trading Hub Europe AggregatedConsumptionData
2023-09-19,1316.701,251.173,1065.528,final,Trading Hub Europe AggregatedConsumptionData
2023-09-20,1345.515,249.428,1096.086,final,Trading Hub Europe AggregatedConsumptionData
2023-09-21,1356.427,246.714,1109.712,final,Trading Hub Europe AggregatedConsumptionData
2023-09-22,1390.023,299.756,1090.267,final,Trading Hub Europe AggregatedConsumptionData
2023-09-23,1284.094,373.956,910.137,final,Trading Hub Europe AggregatedConsumptionData
2023-09-24,1338.446,432.233,906.213,final,Trading Hub Europe AggregatedConsumptionData
2023-09-25,1618.492,437.216,1181.275,final,Trading Hub Europe AggregatedConsumptionData
2023-09-26,1596.155,379.670,1216.485,final,Trading Hub Europe AggregatedConsumptionData
2023-09-27,1506.496,326.813,1179.684,final,Trading Hub Europe AggregatedConsumptionData
2023-09-28,1438.992,290.477,1148.515,final,Trading Hub Europe AggregatedConsumptionData
2023-09-29,1339.607,278.322,1061.286,final,Trading Hub Europe AggregatedConsumptionData
2023-09-30,1251.918,321.312,930.606,final,Trading Hub Europe AggregatedConsumptionData
2023-10-01,1258.497,342.261,916.236,final,Trading Hub Europe AggregatedConsumptionData
2023-10-02,1340.201,315.062,1025.139,final,Trading Hub Europe AggregatedConsumptionData
2023-10-03,1286.336,320.827,965.510,final,Trading Hub Europe AggregatedConsumptionData
2023-10-04,1636.307,408.420,1227.888,final,Trading Hub Europe AggregatedConsumptionData
2023-10-05,1802.954,473.702,1329.252,final,Trading Hub Europe AggregatedConsumptionData
2023-10-06,1673.783,487.091,1186.692,final,Trading Hub Europe AggregatedConsumptionData
2023-10-07,1436.967,450.663,986.304,final,Trading Hub Europe AggregatedConsumptionData
2023-10-08,1596.692,490.673,1106.019,final,Trading Hub Europe AggregatedConsumptionData
2023-10-09,1837.515,446.761,1390.754,final,Trading Hub Europe AggregatedConsumptionData
2023-10-10,1681.859,409.793,1272.066,final,Trading Hub Europe AggregatedConsumptionData
2023-10-11,1514.612,368.636,1145.976,final,Trading Hub Europe AggregatedConsumptionData
2023-10-12,1739.323,413.121,1326.202,final,Trading Hub Europe AggregatedConsumptionData
2023-10-13,1450.804,353.169,1097.635,final,Trading Hub Europe AggregatedConsumptionData
2023-10-14,1454.892,452.673,1002.220,final,Trading Hub Europe AggregatedConsumptionData
2023-10-15,1836.909,723.043,1113.866,final,Trading Hub Europe AggregatedConsumptionData
2023-10-16,2456.620,949.279,1507.342,final,Trading Hub Europe AggregatedConsumptionData
2023-10-17,2633.277,1075.906,1557.371,final,Trading Hub Europe AggregatedConsumptionData
2023-10-18,2491.035,1067.504,1423.530,final,Trading Hub Europe AggregatedConsumptionData
2023-10-19,2308.804,915.034,1393.770,final,Trading Hub Europe AggregatedConsumptionData
2023-10-20,2191.172,862.608,1328.565,final,Trading Hub Europe AggregatedConsumptionData
2023-10-21,1796.973,732.765,1064.207,final,Trading Hub Europe AggregatedConsumptionData
2023-10-22,1865.924,757.668,1108.256,final,Trading Hub Europe AggregatedConsumptionData
2023-10-23,2294.508,788.353,1506.155,final,Trading Hub Europe AggregatedConsumptionData
2023-10-24,2322.465,808.731,1513.735,final,Trading Hub Europe AggregatedConsumptionData
2023-10-25,2370.362,871.481,1498.881,final,Trading Hub Europe AggregatedConsumptionData
2023-10-26,2409.836,879.712,1530.124,final,Trading Hub Europe AggregatedConsumptionData
2023-10-27,2305.334,928.189,1377.145,final,Trading Hub Europe AggregatedConsumptionData
2023-10-28,2071.172,930.543,1140.629,final,Trading Hub Europe AggregatedConsumptionData
2023-10-29,1884.845,823.920,1060.925,final,Trading Hub Europe AggregatedConsumptionData
2023-10-30,2118.216,788.602,1329.615,final,Trading Hub Europe AggregatedConsumptionData
2023-10-31,2157.969,859.750,1298.219,final,Trading Hub Europe AggregatedConsumptionData
2023-11-01,2045.503,850.715,1194.788,final,Trading Hub Europe AggregatedConsumptionData
2023-11-02,2209.694,900.206,1309.488,final,Trading Hub Europe AggregatedConsumptionData
2023-11-03,2431.916,1034.945,1396.971,final,Trading Hub Europe AggregatedConsumptionData
2023-11-04,2197.753,1067.709,1130.044,final,Trading Hub Europe AggregatedConsumptionData
2023-11-05,2180.240,1042.577,1137.663,final,Trading Hub Europe AggregatedConsumptionData
2023-11-06,2465.345,1054.253,1411.092,final,Trading Hub Europe AggregatedConsumptionData
2023-11-07,2596.357,1108.512,1487.845,final,Trading Hub Europe AggregatedConsumptionData
2023-11-08,2620.302,1138.998,1481.304,final,Trading Hub Europe AggregatedConsumptionData
2023-11-09,2664.518,1162.747,1501.771,final,Trading Hub Europe AggregatedConsumptionData
2023-11-10,2746.632,1237.519,1509.113,final,Trading Hub Europe AggregatedConsumptionData
2023-11-11,2682.673,1325.100,1357.572,final,Trading Hub Europe AggregatedConsumptionData
2023-11-12,2799.095,1406.788,1392.307,final,Trading Hub Europe AggregatedConsumptionData
2023-11-13,2815.578,1288.504,1527.074,final,Trading Hub Europe AggregatedConsumptionData
2023-11-14,2612.887,1130.121,1482.765,final,Trading Hub Europe AggregatedConsumptionData
2023-11-15,2768.436,1161.123,1607.313,final,Trading Hub Europe AggregatedConsumptionData
2023-11-16,3029.714,1264.792,1764.922,final,Trading Hub Europe AggregatedConsumptionData
2023-11-17,3257.878,1474.416,1783.461,final,Trading Hub Europe AggregatedConsumptionData
2023-11-18,2899.003,1509.500,1389.503,final,Trading Hub Europe AggregatedConsumptionData
2023-11-19,2493.435,1270.681,1222.754,final,Trading Hub Europe AggregatedConsumptionData
2023-11-20,2825.886,1223.130,1602.756,final,Trading Hub Europe AggregatedConsumptionData
2023-11-21,3119.673,1334.866,1784.808,final,Trading Hub Europe AggregatedConsumptionData
2023-11-22,3510.144,1630.811,1879.333,final,Trading Hub Europe AggregatedConsumptionData
2023-11-23,3220.202,1527.788,1692.414,final,Trading Hub Europe AggregatedConsumptionData
2023-11-24,3345.567,1625.196,1720.371,final,Trading Hub Europe AggregatedConsumptionData
2023-11-25,3377.440,1762.668,1614.772,final,Trading Hub Europe AggregatedConsumptionData
2023-11-26,3549.703,1855.244,1694.459,final,Trading Hub Europe AggregatedConsumptionData
2023-11-27,3944.119,1933.785,2010.334,final,Trading Hub Europe AggregatedConsumptionData
2023-11-28,4243.792,2096.556,2147.236,final,Trading Hub Europe AggregatedConsumptionData
2023-11-29,4415.659,2196.130,2219.528,final,Trading Hub Europe AggregatedConsumptionData
2023-11-30,4577.351,2303.151,2274.200,final,Trading Hub Europe AggregatedConsumptionData
2023-12-01,4548.564,2322.464,2226.100,final,Trading Hub Europe AggregatedConsumptionData
2023-12-02,4375.564,2350.443,2025.120,final,Trading Hub Europe AggregatedConsumptionData
2023-12-03,4303.820,2372.057,1931.763,final,Trading Hub Europe AggregatedConsumptionData
2023-12-04,4591.449,2348.097,2243.352,final,Trading Hub Europe AggregatedConsumptionData
2023-12-05,4361.531,2185.240,2176.291,final,Trading Hub Europe AggregatedConsumptionData
2023-12-06,4358.312,2114.724,2243.588,final,Trading Hub Europe AggregatedConsumptionData
2023-12-07,4310.821,2136.322,2174.500,final,Trading Hub Europe AggregatedConsumptionData
2023-12-08,4051.603,2069.943,1981.659,final,Trading Hub Europe AggregatedConsumptionData
2023-12-09,3281.319,1784.676,1496.644,final,Trading Hub Europe AggregatedConsumptionData
2023-12-10,3011.701,1580.556,1431.145,final,Trading Hub Europe AggregatedConsumptionData
2023-12-11,3144.471,1443.029,1701.442,final,Trading Hub Europe AggregatedConsumptionData
2023-12-12,3254.563,1429.823,1824.740,final,Trading Hub Europe AggregatedConsumptionData
2023-12-13,3297.936,1464.271,1833.665,final,Trading Hub Europe AggregatedConsumptionData
2023-12-14,3584.903,1630.339,1954.564,final,Trading Hub Europe AggregatedConsumptionData
2023-12-15,3381.389,1644.564,1736.826,final,Trading Hub Europe AggregatedConsumptionData
2023-12-16,3044.968,1596.582,1448.386,final,Trading Hub Europe AggregatedConsumptionData
2023-12-17,3044.375,1580.089,1464.286,final,Trading Hub Europe AggregatedConsumptionData
2023-12-18,3411.414,1652.134,1759.280,final,Trading Hub Europe AggregatedConsumptionData
2023-12-19,3365.228,1660.027,1705.200,final,Trading Hub Europe AggregatedConsumptionData
2023-12-20,3275.257,1666.641,1608.616,final,Trading Hub Europe AggregatedConsumptionData
2023-12-21,2997.189,1539.455,1457.733,final,Trading Hub Europe AggregatedConsumptionData
2023-12-22,2970.380,1585.813,1384.566,final,Trading Hub Europe AggregatedConsumptionData
2023-12-23,2753.116,1519.092,1234.024,final,Trading Hub Europe AggregatedConsumptionData
2023-12-24,2387.887,1333.084,1054.802,final,Trading Hub Europe AggregatedConsumptionData
2023-12-25,2286.999,1222.353,1064.646,final,Trading Hub Europe AggregatedConsumptionData
2023-12-26,2392.483,1255.717,1136.766,final,Trading Hub Europe AggregatedConsumptionData
2023-12-27,2707.600,1404.369,1303.231,final,Trading Hub Europe AggregatedConsumptionData
2023-12-28,2552.749,1375.930,1176.819,final,Trading Hub Europe AggregatedConsumptionData
2023-12-29,2481.789,1336.244,1145.545,final,Trading Hub Europe AggregatedConsumptionData
2023-12-30,2501.648,1359.908,1141.740,final,Trading Hub Europe AggregatedConsumptionData
2023-12-31,2481.712,1392.866,1088.846,final,Trading Hub Europe AggregatedConsumptionData
2024-01-01,2600.708,1423.629,1177.079,final,Trading Hub Europe AggregatedConsumptionData
2024-01-02,2833.928,1397.977,1435.952,final,Trading Hub Europe AggregatedConsumptionData
2024-01-03,2753.797,1322.118,1431.679,final,Trading Hub Europe AggregatedConsumptionData
2024-01-04,3150.314,1452.211,1698.103,final,Trading Hub Europe AggregatedConsumptionData
2024-01-05,3320.523,1619.675,1700.848,final,Trading Hub Europe AggregatedConsumptionData
2024-01-06,3379.676,1757.904,1621.772,final,Trading Hub Europe AggregatedConsumptionData
2024-01-07,3869.047,2069.249,1799.797,final,Trading Hub Europe AggregatedConsumptionData
2024-01-08,4681.140,2400.456,2280.684,final,Trading Hub Europe AggregatedConsumptionData
2024-01-09,5014.549,2583.889,2430.660,final,Trading Hub Europe AggregatedConsumptionData
2024-01-10,5160.148,2651.737,2508.410,final,Trading Hub Europe AggregatedConsumptionData
2024-01-11,5083.357,2624.372,2458.984,final,Trading Hub Europe AggregatedConsumptionData
2024-01-12,4779.231,2480.577,2298.654,final,Trading Hub Europe AggregatedConsumptionData
2024-01-13,4191.650,2290.941,1900.709,final,Trading Hub Europe AggregatedConsumptionData
2024-01-14,4091.760,2201.622,1890.139,final,Trading Hub Europe AggregatedConsumptionData
2024-01-15,4514.076,2263.889,2250.187,final,Trading Hub Europe AggregatedConsumptionData
2024-01-16,4686.425,2356.276,2330.149,final,Trading Hub Europe AggregatedConsumptionData
2024-01-17,4668.784,2348.921,2319.863,final,Trading Hub Europe AggregatedConsumptionData
2024-01-18,4643.216,2358.396,2284.820,final,Trading Hub Europe AggregatedConsumptionData
2024-01-19,4623.106,2405.572,2217.534,final,Trading Hub Europe AggregatedConsumptionData
2024-01-20,4352.473,2391.392,1961.081,final,Trading Hub Europe AggregatedConsumptionData
2024-01-21,4063.483,2289.525,1773.957,final,Trading Hub Europe AggregatedConsumptionData
2024-01-22,3777.975,1960.541,1817.434,final,Trading Hub Europe AggregatedConsumptionData
2024-01-23,3540.195,1757.145,1783.050,final,Trading Hub Europe AggregatedConsumptionData
2024-01-24,3133.323,1460.929,1672.394,final,Trading Hub Europe AggregatedConsumptionData
2024-01-25,3292.691,1474.240,1818.451,final,Trading Hub Europe AggregatedConsumptionData
2024-01-26,3163.170,1471.595,1691.574,final,Trading Hub Europe AggregatedConsumptionData
2024-01-27,3318.233,1706.107,1612.125,final,Trading Hub Europe AggregatedConsumptionData
2024-01-28,3390.312,1811.908,1578.404,final,Trading Hub Europe AggregatedConsumptionData
2024-01-29,3607.554,1763.387,1844.167,final,Trading Hub Europe AggregatedConsumptionData
2024-01-30,3436.462,1662.095,1774.367,final,Trading Hub Europe AggregatedConsumptionData
2024-01-31,3401.972,1638.905,1763.067,final,Trading Hub Europe AggregatedConsumptionData
2024-02-01,3374.584,1628.678,1745.906,final,Trading Hub Europe AggregatedConsumptionData
2024-02-02,3225.797,1611.488,1614.309,final,Trading Hub Europe AggregatedConsumptionData
2024-02-03,2735.155,1409.969,1325.186,final,Trading Hub Europe AggregatedConsumptionData
2024-02-04,2627.046,1327.229,1299.817,final,Trading Hub Europe AggregatedConsumptionData
2024-02-05,2904.051,1309.150,1594.901,final,Trading Hub Europe AggregatedConsumptionData
2024-02-06,2881.529,1293.193,1588.336,final,Trading Hub Europe AggregatedConsumptionData
2024-02-07,3304.036,1424.403,1879.633,final,Trading Hub Europe AggregatedConsumptionData
2024-02-08,3431.841,1560.797,1871.044,final,Trading Hub Europe AggregatedConsumptionData
2024-02-09,3012.813,1426.057,1586.755,final,Trading Hub Europe AggregatedConsumptionData
2024-02-10,2623.006,1278.064,1344.942,final,Trading Hub Europe AggregatedConsumptionData
2024-02-11,2704.956,1301.351,1403.605,final,Trading Hub Europe AggregatedConsumptionData
2024-02-12,3175.474,1434.932,1740.542,final,Trading Hub Europe AggregatedConsumptionData
2024-02-13,3261.027,1545.420,1715.607,final,Trading Hub Europe AggregatedConsumptionData
2024-02-14,3029.148,1402.217,1626.931,final,Trading Hub Europe AggregatedConsumptionData
2024-02-15,2740.046,1191.743,1548.303,final,Trading Hub Europe AggregatedConsumptionData
2024-02-16,2478.742,1058.148,1420.594,final,Trading Hub Europe AggregatedConsumptionData
2024-02-17,2479.664,1098.588,1381.076,final,Trading Hub Europe AggregatedConsumptionData
2024-02-18,2476.300,1163.215,1313.085,final,Trading Hub Europe AggregatedConsumptionData
2024-02-19,2851.369,1229.241,1622.127,final,Trading Hub Europe AggregatedConsumptionData
2024-02-20,2942.016,1286.857,1655.159,final,Trading Hub Europe AggregatedConsumptionData
2024-02-21,2837.403,1270.603,1566.800,final,Trading Hub Europe AggregatedConsumptionData
2024-02-22,2769.648,1198.227,1571.421,final,Trading Hub Europe AggregatedConsumptionData
2024-02-23,3051.954,1354.342,1697.612,final,Trading Hub Europe AggregatedConsumptionData
2024-02-24,2951.654,1474.098,1477.557,final,Trading Hub Europe AggregatedConsumptionData
2024-02-25,3023.620,1541.402,1482.218,final,Trading Hub Europe AggregatedConsumptionData
2024-02-26,3293.859,1569.600,1724.259,final,Trading Hub Europe AggregatedConsumptionData
2024-02-27,3496.418,1581.434,1914.985,final,Trading Hub Europe AggregatedConsumptionData
2024-02-28,3468.301,1579.410,1888.891,final,Trading Hub Europe AggregatedConsumptionData
2024-02-29,3200.380,1479.306,1721.074,final,Trading Hub Europe AggregatedConsumptionData
2024-03-01,3058.586,1425.455,1633.131,final,Trading Hub Europe AggregatedConsumptionData
2024-03-02,2660.518,1284.493,1376.025,final,Trading Hub Europe AggregatedConsumptionData
2024-03-03,2544.608,1189.451,1355.157,final,Trading Hub Europe AggregatedConsumptionData
